User,Alam,Hiburan,Kuliner,Olahraga,Rekreasi,Religius,Sejarah Edukasi,Seni Budaya
User 2682,2.3,1.245,1.658,5,2.795,3.36,2.265,1.7
User 2683,2.315,1.235,1.538,1.25,2.7425,2.26,2.27,1.695
User 2684,2.325,1.285,1.574,1.18,2.755,2.27,2.28,1.66
User 2685,2.34,1.24,1.566,1.18,1.75,2.27,2.98,1.655
User 2686,2.35,1.22,2.328,1.18,2.7025,2.28,2.985,1.645
User 2687,2.355,1.2,1.568,1.18,2.0275,2.29,2.88,1.64
User 2688,2.365,1.195,3.086,1.18,1.8,2.3,2.035,1.64
User 2689,2.375,1.19,2.328,1.18,1.7525,2.31,1.97,1.365
User 2690,2.39,3.115,2.306,1.18,1.7375,2.31,1.965,1.63
User 2691,2.405,3.115,1.546,1.19,2.01,2.32,2.525,1.355
User 2692,2.39,3.115,1.802,1.19,2.01,2.32,2.06,1.355
User 2693,3.235,1.95,1.802,1.19,1.73,2.33,2.51,1.45
User 2694,3.625,1.93,1.794,1.2,1.7225,2.34,2.07,1.445
User 2695,3.26,1.92,1.79,2.53,2.38,2.35,2.56,1.33
User 2696,3.48,1.295,1.85,1.2,1.7775,2.23,1.97,3.285
User 2697,2.9,1.9,1.616,1.19,2.2325,2.22,1.905,3.285
User 2698,3.445,3.185,1.404,1.2,1.735,2.26,1.795,3.285
User 2699,2.89,2.01,1.404,1.19,1.6475,2.39,3.08,3.29
User 2700,2.895,1.39,1.612,1.21,1.4925,2.4,3.075,3.295
User 2701,3.6,1.375,1.388,2.56,2.4375,2.41,3.07,5
User 2702,2.41,1.365,1.388,1.03,2.395,2.27,1.715,4.86
User 2703,2.91,1.36,1.696,1.03,1.595,2.43,3.065,3.075
User 2704,2.755,1.35,2.518,1.03,1.4875,2.25,1.8,3.07
User 2705,2.63,1.35,1.936,1,2.445,2.07,3.06,3.07
User 2706,3.305,1.34,2.736,1,2.5525,2.07,1.82,1.14
User 2707,3.31,1.345,1.942,1.04,2.565,2.08,1.715,1.135
User 2708,3.315,3.265,1.716,1.04,2.58,2.11,1.715,1.145
User 2709,3.315,3.26,2.734,1.04,2.5875,2.27,1.815,3.06
User 2710,2.065,1.015,2.732,1.04,1.485,2.28,1.825,1.115
User 2711,3.295,0.995,2.51,2.58,1.4175,2.29,1.835,1.11
User 2712,3.3,0.98,2.874,2.58,1.555,2.3,1.855,1.105
User 2713,3.23,0.965,3.318,1.04,1.4925,1.71,3.075,3.06
User 2714,3.29,0.96,2.992,5,1.4025,1.71,2.045,1.095
User 2715,2.16,0.95,3.46,5,1.4,1.73,2.305,1.095
User 2716,3.245,0.95,3.35,1.03,1.4025,2.34,1.87,1.095
User 2717,3.28,0.95,3.208,1.03,1.61,2.34,1.865,1.1
User 2718,3.285,0.955,3.218,1.03,2.4075,2.34,1.865,1.1
User 2719,3.285,0.955,2.986,1.03,2.375,2.34,1.865,1.1
User 2720,3.285,0.955,3.208,1.03,2.3775,2.34,1.865,1.1
User 2721,3.285,0.955,3.214,1.02,2.41,2.34,1.865,1.1
User 2722,3.285,0.955,3.214,1.03,3.515,2.34,1.865,1.1
User 2723,3.285,0.96,3.212,0.98,2.6925,2.34,1.86,1.1
User 2724,3.31,1.285,3.216,0.98,1.615,2.34,1.865,1.11
User 2725,3.31,3.245,3.202,0.98,1.665,2.35,1.87,1.105
User 2726,3.315,1.295,3.202,0.97,1.62,2.35,1.87,1.105
User 2727,3.31,2.555,2.374,0.97,2.6225,2.19,1.885,1.105
User 2728,3.315,1.29,2.372,0.97,1.595,2.19,1.775,1.105
User 2729,3.35,1.275,2.158,0.96,1.615,2.18,3.07,1.105
User 2730,3.355,1.28,2.99,0.97,1.5675,2.19,1.87,1.11
User 2731,3.355,1.275,2.288,0.96,1.58,2.19,1.875,1.115
User 2732,3.355,1.09,1.45,0.96,1.6,2.46,3.075,3.085
User 2733,2.715,1.27,2.278,0.97,1.555,2.48,3.075,3.085
User 2734,2.715,1.265,1.57,1.08,1.555,2.37,3.08,3.085
User 2735,3.03,1.265,1.578,5,1.4575,2.38,3.085,1.12
User 2736,3.025,1.265,1.562,0.96,1.5075,2.58,3.08,1.39
User 2737,3.02,1.265,1.576,0.96,1.57,2.58,1.81,1.395
User 2738,2.715,1.265,1.558,0.96,2.575,2.58,1.83,1.255
User 2739,3.035,1.265,1.818,0.96,1.5125,2.58,1.895,3.22
User 2740,3.03,1.27,1.786,1.06,1.6575,2.59,3.09,3.285
User 2741,3.05,3.25,1.664,1.05,2.2325,2.51,3.09,3.3
User 2742,3.05,3.25,1.666,1.04,1.64,2.42,1.915,3.36
User 2743,3.06,1.27,2.454,0.96,1.71,2.42,3.82,3.365
User 2744,3.685,1.225,2.462,0.96,2.3875,2.42,1.975,3.33
User 2745,3.735,1.135,1.772,0.96,2.24,2.42,2.575,1.285
User 2746,3.455,1.135,1.768,0.96,2.235,2.42,2.57,1.28
User 2747,3.6,1.075,1.762,3.61,1.65,2.44,2.57,1.28
User 2748,3.715,3.21,2.43,1.03,2.0775,2.6,4.255,1.285
User 2749,3.745,3.155,3.334,1.02,2.7975,2.6,2.625,1.285
User 2750,3.795,3.105,2.582,1.02,2.07,2.6,2.72,1.305
User 2751,3.795,1.035,1.03,1.01,1.8075,2.61,2.665,1.595
User 2752,3.795,1.025,1.028,1.01,1.8175,5,2.165,1.595
User 2753,3.795,1.015,1.026,1.01,2.075,5,2.71,1.29
User 2754,3.795,1.02,1.822,1.01,2.1175,5,2.75,1.285
User 2755,3.795,1.02,1.092,1.01,3.0275,2.62,3.085,1.29
User 2756,1.775,1.01,1.104,1,2.1075,3.68,3.095,1.6
User 2757,1.755,1.01,1.104,0.86,2.8775,3.68,3.11,1.605
User 2758,1.755,1.01,1.112,0.85,2.41,3.68,3.52,1.71
User 2759,1.76,1.005,1.186,0.84,2.505,3.68,1.355,1.62
User 2760,1.765,1.005,1.22,0.84,3.1625,3.68,3.395,2.1
User 2761,1.755,1.005,1.214,0.83,2.275,2.66,1.355,1.775
User 2762,1.755,1.01,1.218,0.83,2.275,2.66,1.675,1.665
User 2763,1.765,1.01,1.228,0.83,2.3725,2.67,1.675,1.665
User 2764,1.765,1.01,2.028,5,2.36,2.67,1.675,1.665
User 2765,1.765,1.01,2.03,5,2.36,2.67,1.675,1.665
User 2766,1.765,1.01,2.04,0.84,2.28,2.67,1.655,1.665
User 2767,1.76,1.01,2.73,5,2.3525,2.67,1.65,1.665
User 2768,1.76,1.01,2.014,5,2.3175,2.67,1.655,1.665
User 2769,2.95,1.01,2.022,0.84,2.34,2.68,1.655,1.67
User 2770,2.955,1.01,1.966,0.84,2.3325,2.68,1.65,1.675
User 2771,3.82,1.015,1.164,0.84,2.55,2.69,1.65,1.72
User 2772,2.95,1.02,1.216,0.81,2.5225,2.69,1.655,1.755
User 2773,2.945,1.02,1.186,0.81,2.485,4.43,1.65,1.75
User 2774,2.945,1.025,1.182,0.8,1.3625,4.43,1.66,1.75
User 2775,2.945,1.025,1.258,0.8,1.4025,3.76,1.565,2.14
User 2776,1.775,1.015,1.898,0.8,1.4,4.43,1.56,2.09
User 2777,1.78,1.015,1.916,0.79,1.4,4.43,1.565,2.08
User 2778,2.95,1.015,1.162,0.79,1.4,4.43,1.71,3.08
User 2779,1.785,1.015,1.154,0.79,1.4,4.43,1.71,3.08
User 2780,1.785,1.015,1.162,0.79,1.4025,4.43,1.775,3.08
User 2781,1.785,1.01,2.744,0.79,1.4025,4.44,1.76,3.08
User 2782,2.38,1.01,2.75,0.79,1.4025,4.44,1.575,3.08
User 2783,2.96,1.005,1.91,0.78,1.415,4.45,1.575,3.815
User 2784,1.805,0.995,2.068,0.78,1.5375,2.76,1.585,3.82
User 2785,1.81,0.985,2.75,0.77,1.54,2.76,1.59,3.82
User 2786,1.825,0.975,2.724,0.77,1.5425,2.77,1.6,3.825
User 2787,3.85,0.965,2.746,0.76,1.4025,4.48,1.61,3.825
User 2788,3.85,0.955,2.72,0.76,1.4,4.49,1.615,3.83
User 2789,3.025,0.94,2.74,0.75,1.4,4.86,1.625,2.05
User 2790,3.03,0.925,2.062,0.74,1.54,4.87,1.635,3.835
User 2791,3.03,0.92,2.062,0.73,1.4025,4.53,1.65,3.84
User 2792,3.04,0.905,2.054,0.73,1.4075,4.54,1.73,3.84
User 2793,3.04,0.89,1.078,0.72,1.405,4.57,1.73,3.845
User 2794,5,0.875,1.066,0.71,1.5575,1.13,1.735,3.85
User 2795,3.065,0.865,1.204,0.71,1.4025,1.14,1.745,3.855
User 2796,3.07,0.85,1.178,0.7,1.4,1.15,1.75,3.855
User 2797,5,0.835,1.034,0.69,1.9675,1.17,1.76,3.86
User 2798,3.09,0.82,1.166,0.68,1.415,1.2,1.765,3.865
User 2799,3.095,0.81,1.014,0.67,2.9125,4.63,1.775,3.865
User 2800,3.11,0.795,1.788,0.67,1.9625,4.64,1.785,1.805
User 2801,3.115,0.78,0.988,0.66,1.415,4.65,1.79,1.8
User 2802,3.125,0.765,0.974,0.65,1.4025,4.67,1.8,1.8
User 2803,3.135,0.755,0.964,0.64,1.4025,1.28,1.81,2.27
User 2804,3.145,0.735,0.95,0.64,1.3975,1.3,1.815,1.79
User 2805,3.15,0.725,0.94,0.63,1.4075,1.32,1.825,1.79
User 2806,3.16,0.715,1.766,0.62,1.4125,1.33,1.825,2.265
User 2807,5,0.71,0.918,0.62,1.935,1.34,1.835,1.95
User 2808,4.875,0.72,1.746,0.62,1.945,1.34,1.915,1.96
User 2809,4.875,0.725,1.748,0.62,1.945,1.33,1.84,1.96
User 2810,4.875,0.72,1.746,0.62,1.945,1.33,1.915,1.96
User 2811,4.88,0.72,1.744,0.62,1.945,1.34,1.84,1.95
User 2812,4.875,0.72,1.746,0.62,1.9475,1.33,1.845,1.955
User 2813,4.875,0.74,1.084,0.62,2.1325,1.33,1.915,1.945
User 2814,4.555,2.115,1.084,0.61,2.1175,1.32,1.845,1.945
User 2815,3.185,2.115,1.082,0.61,2.135,1.32,1.915,1.945
User 2816,3.185,4.2,1.084,0.61,2.135,1.32,1.92,1.945
User 2817,3.185,3.07,1.836,0.61,2.13,1.32,1.825,1.95
User 2818,3.185,3.07,1.096,0.61,2.135,1.32,1.825,3.045
User 2819,3.18,3.065,1.786,0.61,2.135,1.31,1.825,3.045
User 2820,3.185,2.81,1.786,0.61,2.135,1.31,1.85,1.985
User 2821,3.18,2.81,2.45,0.6,2.1375,1.31,1.85,1.99
User 2822,4.565,2.775,2.45,0.59,2.1375,1.31,3.675,1.995
User 2823,2.665,2.78,2.448,0.59,2.1375,1.31,3.695,3.045
User 2824,2.66,2.815,1.584,0.58,2.135,1.31,1.83,2.93
User 2825,4.57,2.785,0.806,0.58,2.1375,1.31,2.065,1.84
User 2826,3.055,1.16,1.056,0.58,2.1375,1.24,3.905,3.04
User 2827,2.655,1.16,0.756,0.58,2.2575,1.3,3.905,1.955
User 2828,4.56,1.375,0.9,0.58,2.1525,1.3,3.905,1.955
User 2829,4.965,1.385,0.9,0.58,2.15,1.3,3.905,3.04
User 2830,4.96,1.285,0.9,0.58,2.32,1.3,3.905,3.04
User 2831,4.96,1.38,0.9,0.58,2.32,1.3,3.91,2.935
User 2832,4.965,1.28,0.9,0.58,2.3325,1.3,3.91,2.93
User 2833,4.965,1.38,0.9,0.58,2.64,1.3,3.95,2.935
User 2834,4.965,1.165,1.732,0.58,2.9,1.3,3.915,2.93
User 2835,5,3.04,1.73,0.58,2.9,1.3,3.915,2.93
User 2836,4.87,3.04,0.928,0.59,3.01,1.3,3.915,3.04
User 2837,4.87,2.94,0.924,0.59,2.865,1.3,3.915,3.04
User 2838,4.87,1.275,0.922,0.61,2.885,1.3,3.95,2.93
User 2839,4.87,1.155,0.922,0.59,2.8875,1.3,3.95,2.925
User 2840,4.97,1.375,0.922,0.58,1.9675,1.3,2.04,2.925
User 2841,4.87,1.37,0.918,0.58,2.1375,1.3,3.085,2.99
User 2842,4.875,1.37,0.9,0.58,2.12,1.3,2.045,2.985
User 2843,5,1.36,0.9,0.57,2.4475,1.3,2.045,2.99
User 2844,5,1.36,0.908,0.57,3.2375,1.3,3.085,2.81
User 2845,5,1.36,0.91,0.57,3.3025,1.3,3.09,3.045
User 2846,5,1.36,0.91,0.57,3.2975,1.3,3.09,3.045
User 2847,5,1.36,0.912,0.57,3.3,1.3,3.09,2.805
User 2848,5,1.36,0.914,0.58,3.0975,1.3,3.09,2.805
User 2849,5,1.36,1.046,0.58,3.0975,1.3,3.09,2.795
User 2850,5,1.255,0.974,0.58,3.2325,1.3,2.83,2.79
User 2851,5,1.255,1.04,1.12,3.24,1.31,5,1.095
User 2852,1.04,1.25,0.92,0.58,3.2975,1.34,5,1.095
User 2853,1.03,1.255,0.898,0.58,2.445,1.31,5,1.095
User 2854,1.02,1.255,0.898,0.58,2.51,1.31,5,2.785
User 2855,1.02,1.26,1.032,0.58,2.305,1.31,5,2.49
User 2856,1.04,1.26,1.034,0.58,2.3,1.31,4.875,2.495
User 2857,1.01,1.265,1.036,0.71,2.46,1.31,4.875,2.875
User 2858,1.025,1.29,1.034,0.72,2.5175,1.32,4.88,2.9
User 2859,0.995,1.63,1.05,1.08,3.475,1.32,2.805,2.88
User 2860,0.995,1.615,1.244,1.06,2.5575,5,2.675,2.88
User 2861,0.945,1.615,1.434,0.88,1.4675,0.66,2.675,2.5
User 2862,0.94,1.255,1.974,1.05,1.4125,0.65,2.67,2.505
User 2863,0.935,1.26,1.646,1.05,1.4275,0.64,2.405,2.88
User 2864,0.935,1.615,1.212,1.05,2.5225,1.17,2.395,2.785
User 2865,0.93,1.615,1.212,1.04,2.4625,0.63,2.365,2.785
User 2866,0.93,1.615,1.212,1.04,2.45,1.17,2.37,2.78
User 2867,0.935,1.645,1.242,1.04,2.145,1.17,2.38,2.78
User 2868,0.94,1.84,1.336,0.61,2.9825,5,2.385,2.895
User 2869,0.93,1.83,2.194,0.84,1.97,0.62,2.76,2.895
User 2870,0.945,1.615,2.618,0.83,1.96,0.61,2.67,1.07
User 2871,2.765,1.615,2.222,0.82,1.965,0.61,2.66,1.075
User 2872,0.93,1.83,2.222,0.82,1.925,5,0.95,1.08
User 2873,0.925,1.83,2.648,0.81,1.92,0.6,2.755,1.06
User 2874,0.92,1.83,1.844,0.81,1.92,0.58,0.95,1.065
User 2875,2.755,1.83,2.648,0.85,1.9175,0.57,2.66,1.075
User 2876,2.755,2.89,2.65,0.81,1.735,0.57,2.765,1.07
User 2877,2.755,1.875,1.96,0.79,1.735,0.56,2.655,1.075
User 2878,2.775,1.89,1.958,0.79,1.94,0.56,2.655,1.08
User 2879,2.76,1.905,1.952,0.79,1.925,0.66,0.93,3.165
User 2880,2.755,1.88,1.954,0.78,1.0125,0.56,0.925,3.17
User 2881,2.755,2.89,2.608,0.78,1.71,0.55,0.925,1.16
User 2882,2.755,2.89,1.968,0.78,1.7175,0.55,0.93,1.155
User 2883,2.755,2.89,1.968,0.78,1.7075,0.55,0.965,3.17
User 2884,2.76,2.89,1.968,0.77,1.7075,0.55,0.965,3.17
User 2885,2.76,2.89,1.974,0.77,1.7075,0.55,0.93,3.17
User 2886,0.855,2.89,1.972,0.77,1.7075,0.56,0.935,3.17
User 2887,2.76,2.89,1.966,0.77,1.705,0.57,0.97,3.17
User 2888,2.765,2.885,1.95,0.77,1.7125,0.57,0.94,3.175
User 2889,2.77,2.885,1.99,0.77,1.7125,0.63,0.98,1.15
User 2890,0.88,2.88,1.988,0.76,1.0175,0.65,0.99,1.15
User 2891,0.89,2.88,2.128,0.76,1.025,0.67,0.995,1.145
User 2892,0.905,2.875,2.092,0.75,1.025,0.67,1.005,1.135
User 2893,0.92,2.875,2.088,0.75,1.0325,0.69,0.98,3.185
User 2894,0.935,2.87,2.076,0.74,1.0375,0.74,1.01,3.19
User 2895,0.95,2.865,2.074,0.73,1.0425,0.73,1.04,3.19
User 2896,0.97,2.865,2.064,0.73,1.05,0.67,1.025,3.145
User 2897,0.985,2.86,2.062,0.72,1.055,0.68,1.03,3.145
User 2898,1.005,2.855,2.056,0.71,1.7075,0.7,1.04,1.14
User 2899,1.02,2.855,2.052,0.7,1.7175,0.72,1.07,1.15
User 2900,1.035,2.85,2.05,0.7,1.7225,0.74,1.07,3.21
User 2901,1.055,2.845,2.044,0.69,1.725,0.75,1.1,3.135
User 2902,1.075,2.84,2.02,0.68,1.73,0.77,2.875,3.13
User 2903,1.09,2.84,2.042,0.68,1.7375,0.79,2.885,1.16
User 2904,1.11,2.835,2.038,0.67,1.7425,0.81,2.895,1.15
User 2905,1.125,2.835,2.022,0.66,1.7425,0.83,2.9,3.13
User 2906,1.14,2.83,2.036,0.65,1.755,0.85,2.91,1.165
User 2907,1.155,2.825,1.996,0.65,1.7575,0.86,2.915,3.13
User 2908,1.165,2.825,2.012,0.64,1.765,0.87,2.925,3.13
User 2909,1.18,2.825,2.008,0.64,1.76,0.89,2.93,3.13
User 2910,1.185,2.825,1.99,0.64,1.7625,0.91,2.93,3.24
User 2911,1.185,2.825,2.008,0.64,1.7625,0.91,2.93,1.785
User 2912,1.185,2.825,2.042,0.66,1.7625,0.91,2.93,1.785
User 2913,1.185,2.82,1.986,0.64,1.7625,0.93,2.935,1.785
User 2914,1.185,2.82,2.04,0.64,1.765,0.92,2.935,1.785
User 2915,1.19,2.82,1.986,0.63,1.765,0.92,2.935,1.19
User 2916,1.195,2.82,1.986,0.63,1.7675,0.92,2.935,1.78
User 2917,1.2,2.82,1.984,0.63,1.765,0.92,2.935,1.78
User 2918,1.2,2.82,2.05,0.63,1.765,0.92,1.215,1.785
User 2919,1.2,2.82,1.986,0.64,1.765,0.92,1.225,1.785
User 2920,1.2,2.82,1.988,0.63,1.765,0.92,2.94,1.785
User 2921,1.2,2.82,1.986,0.63,1.765,0.92,1.225,1.78
User 2922,1.205,2.815,1.986,0.65,1.765,0.92,2.94,1.78
User 2923,1.21,2.815,2.046,0.63,1.7675,0.93,2.945,1.785
User 2924,1.21,2.815,1.996,0.63,1.7675,0.94,2.945,1.775
User 2925,1.21,2.815,1.982,0.63,1.7675,0.93,2.945,1.785
User 2926,1.21,2.815,2.042,0.63,1.7725,0.94,2.025,1.8
User 2927,1.215,2.815,1.982,0.63,1.77,0.94,1.235,1.78
User 2928,1.22,2.815,2.03,0.63,1.77,0.94,2.95,1.795
User 2929,1.22,2.815,2.028,0.62,1.7725,0.94,2.005,1.78
User 2930,1.22,2.815,2.028,0.62,1.7725,0.95,2.95,1.795
User 2931,1.225,2.815,2.04,0.62,1.775,0.95,1.24,1.795
User 2932,1.225,2.815,1.99,0.62,1.7725,0.95,2.95,1.795
User 2933,1.23,2.815,2.896,0.62,1.7725,0.95,1.25,1.8
User 2934,1.235,2.81,1.992,0.63,1.775,0.96,2.955,1.79
User 2935,1.24,2.81,2.02,0.63,1.78,0.98,2.96,1.79
User 2936,1.255,2.81,1.968,0.61,1.78,0.99,2.965,1.18
User 2937,1.265,2.805,2.024,0.61,1.785,1,2.975,1.175
User 2938,1.275,2.805,1.964,0.6,1.79,0.99,2.98,1.755
User 2939,1.295,2.8,1.988,0.6,1.7925,1,2.05,1.75
User 2940,1.425,2.8,1.964,0.59,1.7925,1.02,1.29,1.745
User 2941,1.435,2.795,1.964,0.58,1.8,1.04,1.345,1.2
User 2942,1.45,2.795,1.962,0.58,1.8075,1.05,2.07,1.76
User 2943,1.46,2.795,1.958,0.58,1.8125,1.06,2.08,3.3
User 2944,1.47,2.79,1.926,0.58,1.8125,1.07,2.09,1.75
User 2945,1.475,2.79,1.928,0.57,1.82,1.08,2.1,3.305
User 2946,1.485,2.79,1.942,0.56,1.8225,1.09,2.11,3.305
User 2947,1.495,2.785,1.888,0.56,1.825,1.11,2.115,1.375
User 2948,1.505,2.785,1.882,0.55,1.835,1.12,2.125,1.2
User 2949,1.52,2.79,1.878,0.55,1.835,1.14,2.13,1.2
User 2950,1.535,2.81,1.874,0.54,1.84,1.15,2.145,1.12
User 2951,1.545,2.8,1.866,0.53,1.8425,1.16,2.15,3.325
User 2952,1.555,2.825,1.86,0.53,1.8475,1.18,2.165,1.125
User 2953,1.57,2.83,1.854,0.52,1.855,1.19,2.175,1.28
User 2954,1.58,2.805,1.852,0.52,1.86,1.2,2.185,1.985
User 2955,1.59,2.81,1.846,0.52,1.8625,1.21,2.19,1.745
User 2956,1.595,4.795,1.844,0.51,1.865,1.23,2.195,1.26
User 2957,1.605,2.77,1.768,0.51,1.865,1.23,2.21,1.255
User 2958,1.605,2.77,1.842,0.51,2.665,1.23,2.21,1.23
User 2959,1.6,2.77,1.842,0.51,1.87,1.23,2.21,1.23
User 2960,1.605,2.77,1.84,0.51,2.665,1.23,2.21,1.23
User 2961,1.605,2.77,1.838,0.51,1.8775,1.23,2.205,1.225
User 2962,1.275,2.77,1.838,0.5,2.6675,1.23,2.21,1.335
User 2963,1.285,2.77,1.9,0.5,1.875,1.23,2.2,1.355
User 2964,1.145,4.795,1.898,0.5,1.875,1.23,2.2,2.985
User 2965,1.405,2.775,1.814,0.5,2.03,1.23,2.205,2.09
User 2966,1.145,2.775,1.816,0.5,2.03,1.23,2.225,2.08
User 2967,1.405,2.775,1.814,0.5,1.89,1.23,2.21,2.09
User 2968,1.41,2.775,1.814,0.5,1.89,1.23,2.21,2.985
User 2969,1.145,2.775,1.812,0.5,2.03,1.23,2.225,2.985
User 2970,1.415,2.775,1.812,0.5,2.03,1.25,2.23,2.075
User 2971,1.415,2.775,1.886,0.5,2.0325,1.25,2.225,2.075
User 2972,1.42,2.775,1.882,0,2.035,1.25,2.215,2.975
User 2973,1.425,2.775,2.024,0,2.04,1.26,2.22,2.07
User 2974,1.175,2.775,2.024,0,2.04,1.27,2.225,2.04
User 2975,1.18,2.775,1.928,0,2.04,1.29,2.235,2.035
User 2976,1.455,2.775,1.916,0,1.8925,1.31,2.245,2.055
User 2977,1.21,2.815,1.906,0,2.055,1.32,2.255,1.335
User 2978,1.48,2.83,1.842,0,1.9025,1.33,2.26,2.05
User 2979,1.485,2.815,1.734,0,1.925,1.34,2.275,1.33
User 2980,1,2.775,1.734,0,1.91,1.35,2.165,1.33
User 2981,1.245,2.775,1.726,0,1.9325,1.36,2.29,2.92
User 2982,1.255,2.775,1.722,0,1.915,1.37,2.32,2.055
User 2983,1.485,2.785,1.494,0,1.825,1.38,2.32,1.385
User 2984,1.485,3.28,1.724,0,2.105,1.38,2.33,1.39
User 2985,1.48,2.925,1.512,0,2.095,1.37,2.325,1.385
User 2986,1.48,2.925,1.752,0,2.095,1.37,2.305,1.39
User 2987,1.48,2.92,1.762,0,2.095,1.37,2.31,1.39
User 2988,1.48,2.92,1.762,0,1.9775,1.37,2.175,1.39
User 2989,1.27,2.92,1.758,0,2.095,1.37,2.315,1.385
User 2990,1.22,2.92,1.658,0.5,1.9725,1.37,2.17,1.385
User 2991,1.16,2.885,1.642,0,1.65,1.37,2.165,2.92
User 2992,1.42,2.915,1.506,0,1.635,1.37,2.17,3.26
User 2993,1.425,2.915,1.504,0,1.6425,1.37,1.445,3.055
User 2994,1.42,2.91,1.5,0,1.655,1.37,1.435,1.525
User 2995,1.42,2.915,1.5,0,2.0975,1.37,1.435,3.055
User 2996,1.5,2.91,1.732,0,2.1075,1.38,1.435,3.05
User 2997,1.51,2.91,1.394,0,2.115,1.38,1.44,1.53
User 2998,1.51,2.91,1.394,0,2.24,1.38,1.44,3.055
User 2999,1.055,2.91,1.62,0,2.115,1.38,1.44,1.53
User 3000,1.05,2.91,1.394,0,2.115,1.38,1.44,1.525
User 3001,1.51,2.91,1.716,0,2.115,1.38,1.44,1.52
User 3002,1.51,2.91,1.614,0,2.23,1.38,1.44,1.52
User 3003,1.06,2.385,1.39,0,2.24,1.38,1.44,1.525
User 3004,1.06,2.905,1.49,0,2.2425,1.39,1.435,1.53
User 3005,1.055,2.905,1.49,0,2.2425,1.39,1.43,1.525
User 3006,1.06,2.905,1.388,0,2.22,1.4,1.44,1.725
User 3007,1.06,2.9,1.384,0,2.245,1.41,1.405,1.72
User 3008,0.98,2.9,1.484,0,3.3475,1.41,1.17,1.725
User 3009,0.985,2.325,1.482,0,1.8225,1.42,1.17,1.72
User 3010,0.99,2.32,1.476,0,1.8625,1.43,1.17,1.715
User 3011,0.995,2.315,1.6,0,1.8675,1.44,1.17,1.715
User 3012,1.085,2.31,1.598,0,1.835,1.45,1.175,1.72
User 3013,1.095,2.645,1.594,0,1.805,1.46,1.375,1.715
User 3014,1.085,2.45,1.588,0.5,1.9525,1.47,1.385,1.71
User 3015,1.1,2.44,1.584,0.54,2.49,1.48,1.385,1.71
User 3016,1.1,2.43,2.38,0.56,2.4925,1.49,1.3,1.705
User 3017,1.105,2.28,2.38,0.58,2.4975,1.5,1.18,1.705
User 3018,1.115,2.295,2.376,0.57,1.6425,1.51,1.19,1.705
User 3019,1.57,2.295,2.38,0.58,2.09,1.52,1.42,1.705
User 3020,1.58,2.385,1.794,0.52,1.7,1.53,1.645,1.495
User 3021,1.59,2.375,1.79,0.52,1.69,1.54,1.655,1.46
User 3022,3.28,2.415,1.902,0.53,1.69,1.56,1.545,1.455
User 3023,3.285,2.56,1.782,0.53,1.695,1.56,1.36,1.46
User 3024,3.29,2.55,1.782,0.53,1.7,1.57,1.46,1.495
User 3025,3.295,2.54,1.776,0.54,1.7025,1.58,1.465,1.495
User 3026,1.14,2.535,1.89,0.55,1.7075,1.6,1.75,1.495
User 3027,1.165,2.52,1.886,0.55,1.715,1.36,1.755,1.5
User 3028,1.18,2.51,1.882,0.56,1.72,1.37,1.385,1.5
User 3029,1.155,2.495,1.876,0.56,1.885,1.39,1.395,1.505
User 3030,1.17,2.48,1.872,0.57,1.8875,1.41,1.4,1.505
User 3031,1.185,2.47,1.868,0.58,1.74,1.42,1.405,1.51
User 3032,1.205,2.46,1.864,0.58,1.7475,1.44,1.455,1.51
User 3033,1.225,2.445,1.86,0.59,1.755,1.46,1.4,1.51
User 3034,1.235,2.435,1.724,0.6,1.765,1.48,1.41,1.515
User 3035,1.26,2.42,1.72,0.6,1.8075,1.5,1.425,1.525
User 3036,1.28,2.405,1.838,0.61,1.7625,1.51,1.82,1.53
User 3037,1.265,2.395,1.7,0.62,1.825,1.53,1.835,1.675
User 3038,3.405,2.38,1.694,0.62,1.8275,1.56,1.73,1.69
User 3039,1.34,2.37,1.688,0.63,1.8325,1.57,3.455,1.72
User 3040,3.425,2.355,1.44,0.64,1.8025,1.59,1.44,1.715
User 3041,3.435,2.34,1.81,0.65,1.815,1.61,1.45,1.71
User 3042,3.445,2.325,1.424,0.65,1.885,1.63,1.46,3.125
User 3043,3.45,2.315,1.662,0.66,1.8925,1.65,1.935,3.115
User 3044,3.465,2.305,1.414,0.67,2.6575,1.67,1.9,3.11
User 3045,3.475,2.29,1.406,0.67,1.855,1.69,2.045,1.605
User 3046,3.485,2.28,1.788,0.68,1.8425,1.71,2.035,1.58
User 3047,3.49,2.265,1.782,0.69,1.8725,1.73,2.07,3.09
User 3048,3.5,2.25,1.384,0.69,1.86,1.75,2.12,3.08
User 3049,1.435,2.24,1.378,0.7,1.8675,1.77,4.11,3.08
User 3050,3.52,2.23,1.766,0.71,1.8775,1.79,4.11,3.07
User 3051,3.53,2.225,1.44,0.71,2.1675,1.81,4.11,3.065
User 3052,3.54,2.21,1.432,0.72,2.1725,1.83,4.11,3.06
User 3053,3.55,2.2,1.356,0.73,2.1775,1.85,2.505,3.055
User 3054,3.56,2.19,1.352,0.76,2.7225,2.12,4.11,3.05
User 3055,3.57,2.185,2.184,0.72,2.6775,2.13,4.11,2.17
User 3056,3.575,2.185,2.18,0.72,2.6775,2.15,2.22,2.165
User 3057,2.61,2.175,2.022,0.73,2.675,2.16,2.18,5
