Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Column1,_1,Rating_Count
214,Trans Studio Bandung,"Trans Studio Bandung adalah kawasan wisata terpadu di Kota Bandung, Indonesia. Trans Studio dibangun pada areal seluas 4,2 hektare dengan investasi mencapai Rp 2 triliun sehingga menjadikan sebagai kawasan Hiburan terluas dan terlengkap di Bandung. Wahana yang terdapat menawarkan petualangan dan sensasi baru yang tidak kalah menantang seperti pendahulunya yaitu Trans Studio Resort Makassar yang dibuka pada tahun 2009. Trans Studio Bandung dibuka untuk umum pada tanggal 18 Juni 2011. Trans Studio Bandung adalah taman bermain yang paling komplet di kota Bandung","Hiburan,Rekreasi",Bandung,280000,45,240,"{'lat': -6.9250943, 'lng': 107.6364944}",-69250943,1076364944,,214,18
215,Taman Hutan Raya Ir. H. Djuanda,"Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara Alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari.\nTahura Djuanda terletak di sebelah utara Kota Bandung berjarak kurang lebih 7 km dari pusat kota, secara geografis berada pada 1070 30’ BT dan 60 52’ LS, secara administrasi berada di wilayah Desa Ciburial, Kecamatan Cimenyan, Kabupaten Bandung dan sebagian masuk Desa Mekarwangi, Desa Cibodas, Desa Langensari, dan Desa Wangunharja, Kecamatan Lembang, Kabupaten Bandung Barat serta Kelurahan Dago, Kecamatan Coblong, Kota Bandung.\nBerdasarkan hasil rekonstruksi tata batas Tahura Djuanda tahun 2003, luasnya adalah 526,98 ha.","Alam,Rekreasi,Sejarah Edukasi",Bandung,15000,45,90,"{'lat': -6.8565791, 'lng': 107.6323734}",-68565791,1076323734,,215,20
216,Farm House Susu Lembang,"Sebagai salah satu tempat wisata lembang baru, Farm house Lembang mulai beroperasi sekitar tahun 2015. Tempat wisata di Bandung biasanya terbantu naik oleh medsos, terutama facebook dan instagram. Tampaknya tempat ini memaksimalkan banget hal ini. Dengan desain atmosfer eropa, banyak spot unik yang pastinya bakal menarik untuk swafoto/selfie, dan di posting di media sosial. memang, Farmhouse Lembang sejauh ini menawarkan ‘wisata foto’ sebagai daya tarik utamanya. Mirip-mirip dengan Dago Dream Park, hanya berbeda konsep tempatnya saja.","Hiburan,Rekreasi,Kuliner",Bandung,30000,44,,"{'lat': -6.832968999999999, 'lng': 107.6056183}",-6832969,1076056183,,216,25
217,Kebun Binatang Bandung,"Kebun Binatang Bandung merupakan salah satu objek wisata Alam flora dan fauna di Kota Bandung, Jawa Barat, Indonesia. Kebun Binatang Bandung terletak berdampingan dengan kampus Institut Teknologi Bandung dan Sungai Cikapundung.","Rekreasi,Hiburan",Bandung,20000,4,180,"{'lat': -6.8897177, 'lng': 107.6077282}",-68897177,1076077282,,217,21
218,Kawah Putih,"Kawah Putih adalah sebuah tempat wisata di Jawa Barat yang terletak di Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha. Kawah putih merupakan sebuah danau yang terbentuk dari letusan Gunung Patuha. Tanah yang bercampur belerang di sekitar kawah ini berwarna putih, lalu warna air yang berada di kawah ini berwarna putih kehijauan, yang unik dari kawah ini adalah airnya kadang berubah warna. Danau Kawah Putih sendiri berada pada ketinggian 2194 m tapi luas total Danau Kawah Putih 25 ha yang dipakai wisata 5 ha dan lokasi kawah sendiri 3 ha.","Alam,Rekreasi",Bandung,81000,45,,"{'lat': -7.166203899999999, 'lng': 107.4021256}",-71662039,1074021256,,218,28
219,Tebing Karaton,"Tebing Keraton atau Tebing Karaton merupakan sebuah tebing yang berada di dAlam kawasan Taman Hutan Raya Ir. H. Djuanda. Tebing ini terletak di Kampung Ciharegem Puncak, Desa Ciburial, Bandung, Jawa Barat, Indonesia. Dari Tebing Keraton dapat menikmati pemandangan spektakuler. Bukan lampu kota, melainkan hutan!","Alam,Rekreasi",Bandung,15000,45,,"{'lat': -6.8340683, 'lng': 107.6636151}",-68340683,1076636151,,219,25
220,Dusun Bambu,"Dusun Bambu merupakan taman Rekreasi berbasis ecotourism di Jawa Barat dengan konsep ‘Private Sanctuary Lifestyle’ (Konsep Wisata Sehat). Melalui konsep ini, Dusun Bambu siap menghadirkan sarana Rekreasi yang aman dan nyaman dengan senantiasa menerapkan standar protokol kesehatan yang ketat. Memadukan keindahan Alam dan budaya tradisional, fasilitas di Dusun Bambu didesain untuk pengAlaman wisata Alam yang paling berkesan, mulai dari berjalan-jalan santai, bersepeda, menikmati Kuliner lezat di tengah pesona Alam, hingga mengunjungi replika pedesaan tradisional. Terdapat pula kapasitas kunjungan harian ke Dusun Bambu untuk memastikan bahwa anjuran social distancing tetap dijalankan. Dengan begitu, Dusun Bambu siap menjamin keselamatan kunjungan wisata Anda menyajikan pengAlaman kunjungan yang tak tergantikan dan penjelajahan rasa yang memuaskan hati._x000D_","Hiburan,Rekreasi,Alam",Bandung,25000,45,,"{'lat': -6.7897147, 'lng': 107.5791627}",-67897147,1075791627,,220,31
221,Museum Geologi Bandung,"Museum Geologi didirikan pada tanggal 16 Mei 1929 Museum ini telah direnovasi dengan dana bantuan dari JICA (Japan International Cooperation Agency). Setelah mengAlami renovasi, Museum Geologi dibuka kembali dan diresmikan oleh Wakil Presiden RI, Megawati Soekarnoputri pada tanggal 23 Agustus 2000. Sebagai salah satu monumen bersejarah, museum berada di bawah perlindungan pemerintah dan merupakan peninggalan nasional. DAlam Museum ini, tersimpan dan dikelola materi-materi geologi yang berlimpah, seperti fosil, batuan, mineral. Kesemuanya itu dikumpulkan selama kerja lapangan di Indonesia sejak 1850.","Sejarah Edukasi,Seni Budaya",Bandung,2000,46,,"{'lat': -6.900716200000001, 'lng': 107.6214553}",-69007162,1076214553,,221,23
222,Museum Konferensi Asia Afrika,"Museum Konferensi Asia Afrika merupakan salah satu museum yang berada di kota Bandung yang terletak di Jalan Asia Afrika No. 65. Museum ini merupakan memorabilia Konferensi Asia Afrika. Museum ini memiliki hubungan yang sangat erat dengan Gedung Merdeka. Secara keseluruhan Gedung Merdeka memiliki dua bangunan utama, yang pertama disebut Gedung Merdeka sebagai tempat sidang utama, sedangkan yang berada di samping Gedung Merdeka adalah Museum Konferensi Asia Afrika sebagai tempat memorabilia Konferensi Asia Afrika. Latar belakang dibangunnya museum ini adalah adanya keinginan dari para pemimpin bangsa-bangsa di Asia dan Afrika untuk mengetahui tentang Gedung Merdeka dan sekitarnya tempat Konferensi Asia Afrika berlangsung. Hal ini membuat Menteri Luar Negeri Republik Indonesia, Prof. Dr. Mochtar Kusumaatmadja, S.H., LL.M memiliki ide untuk membangun sebuah museum. Ide tersebut disampaikannya pada forum rapat Panitia Peringatan 25 tahun Konferensi Asia Afrika (1980) yang dihadiri oleh Direktur Jenderal Kebudayaan Prof. Dr. Haryati Soebadio sebagai wakil dari Departemen Pendidikan dan Kebudayaan. Kemudian museum ini diresmikan pada tanggal 24 April 1980 bertepatan dengan peringatan 25 tahun Konferensi Asia Afrika.","Sejarah Edukasi,Seni Budaya",Bandung,0,46,60,"{'lat': -6.921109200000001, 'lng': 107.609597}",-69211092,107609597,,222,18
223,Masjid Raya Bandung,"Masjid Raya Bandung Provinsi Jawa Barat, yang dulu dikenal dengan nama Masjid Agung Bandung adalah masjid yang berada di Kota Bandung, Jawa Barat, Indonesia. Status masjid ini adalah sebagai masjid provinsi bagi Jawa Barat. Masjid ini pertama dibangun tahun 1810, dan sejak didirikannya, Masjid Agung telah mengAlami delapan kali perombakan pada abad ke-19, kemudian lima kali pada abad 20 sampai akhirnya direnovasi lagi pada tahun 2001 sampai peresmian Masjid Raya Bandung 4 Juni 2003 yang diresmikan oleh Gubernur Jabar saat itu, H.R. Nuriana. Masjid baru ini, yang bercorak Arab, menggantikan Masjid Agung yang lama, yang bercorak khas Sunda.\nMasjid Raya Bandung, seperti yang kita lihat sekarang, terdapat dua menara kembar di sisi kiri dan kanan masjid setinggi 81 meter yang selalu dibuka untuk umum setiap hari Sabtu dan Minggu. Atap masjid diganti dari atap joglo menjadi satu kubah besar pada atap tengah dan yang lebih kecil pada atap kiri-kanan masjid serta dinding masjid terbuat dari batu Alam kualitas tinggi. Kini luas tanah keseluruhan masjid adalah 23.448 m² dengan luas bangunan 8.575 m² dan dapat menampung sekitar 13.000 jamaah.",Religius,Bandung,0,47,,"{'lat': -6.9216897, 'lng': 107.6061399}",-69216897,1076061399,,223,20
224,Dago Dreampark,Dago Dreampark merupakan wisata kekinian di Kota Bandung dengan luas 13 hektar yang mengusung konsep Jawa - Sunda & Bali dengan dilengkapi berbagai fasilitas & wahana yang menarik.,"Hiburan,Rekreasi,Alam",Bandung,40000,42,150,"{'lat': -6.8486423, 'lng': 107.625939}",-68486423,107625939,,224,20
225,Orchid Forest Cikole,"Orchid Forest Cikole Lembang sudah berdiri sejak Agustus tahun 2017. Tempat ini merupakan taman anggrek terluas di Indonesia. Berada di tengah kawasan hutan lindung dan terbentang seluas 12 hektar. Setidaknya terdapat 157 jenis bunga anggrek beraneka macam dikembangkan di sini. Orchid Forest Cikole Bandung memfokuskan diri untuk memperkenalkan dan membudidayakan berbagai tanaman anggrek. Menggunakan metode lokal maupun internasional. Spesies Anggreknya tidak hanya berasal dari Indonesia yang memang merupakan negara kedua terbanyak memiliki varian anggrek. Tanaman anggrek di Orchid Forest juga berasal dari negara lain, seperti Venezuela, Argentina, Filipina, Peru, dan Amerika serikat.","Hiburan,Rekreasi,Alam",Bandung,50000,46,150,"{'lat': -6.780493, 'lng': 107.637475}",-6780493,107637475,,225,24
226,Kawasan Punclut,"Punclut yang merupakan singkatan dari Puncak Ciumbuleuit adalah salah satu kawasan yang terletak di sebelah utara Kota Bandung. Kawasan ini terletak 7 kilometer dari pusat kota Bandung. Pada akhir pekan, kawasan Punclut dipenuhi oleh wisatawan yang datang untuk berwisata dan menikmati pemandangan Kota Bandung. Banyak warga maupun wisatawan yang menggunakan kawasan ini untuk melakukan jalan atau Olahraga pagi setiap hari Minggu.","Alam,Rekreasi",Bandung,20000,44,120,"{'lat': -6.8419756, 'lng': 107.622824}",-68419756,107622824,,226,25
227,Alun-Alun Kota Bandung,Alun-alun Bandung adalah pusat kota Bandung yang dicirikan oleh sebidang tanah yang luas. Di sekelilingnya ada bangunan-bangunan fungsional. Tempatnya ada di dekat Grote Postweg.,"Hiburan,Rekreasi",Bandung,0,46,60,"{'lat': -6.9218571, 'lng': 107.6070141}",-69218571,1076070141,,227,25
228,Museum Sri Baduga,"Museum Sri Baduga merupakan sebuah museum yang terletak di kota Bandung, Jawa Barat, Indonesia.\nMuseum ini dikelola oleh pemerintah provinsi Jawa Barat, yang mulai didirikan pada tahun 1974 dengan memanfaatkan bangunan lama bekas Kawedanan Tegallega, yang kemudian diresmikan pada tanggal 5 Juni 1980 oleh Menteri Pendidikan dan Kebudayaan waktu itu, Daoed Joesoef.\nPenamaan museum ini diambil dari gelar salah seorang raja Pajajaran, Sri Baduga Maharaja sebagaimana tertulis pada Prasasti Batutulis. Dan kemudian ditetapkan melalui Kepmendikbud nomor 02223/0/1990 tanggal 4 April 1990._x000D_","Sejarah Edukasi,Seni Budaya",Bandung,3000,45,,"{'lat': -6.9375748, 'lng': 107.603775}",-69375748,107603775,,228,20
229,Rabbit Town,"Rabbit Town Bandung merupakan salah satu wisata unik di Bandung yang didirikan pada 11 Januari 2018. Tempat wisata yang menjadikan hewan kelinci sebagai ikon utama. Pada seluruh dekorasi dibuat dengan tampilan selucu mungkin dan juga menampilkan berbagai jenis kelinci lucu. Pengunjung yang tertarik dengan hewan ini bisa membawa pulang kelinci dengan membelinya terlebih dahulu. Tempat wisata ini dimiliki oleh CEO Chairman Kaum Group yaitu Pak Henry Husada. Pak Henry sendiri dengan sengaja menjadikan salah satu rumahnya yang memiliki luas dua hektar dengan 30 kamar, dibangun sebuah objek wisata unik. Selain adanya spesies kelinci, tempat ini juga menyuguhkan spot foto bagus. Tak hanya itu, di dAlam wisata ini juga terdapat beberapa wahana untuk anak-anak sehingga bagi pengunjung yang membawa serta anaknya akan merasa betah berlama-lama.","Hiburan,Rekreasi,Kuliner",Bandung,45000,4,90,"{'lat': -6.8669518, 'lng': 107.6100859}",-68669518,1076100859,,229,13
230,Stone Garden Citatah,"Stone  Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh  formasi batuan tak beraturan yang indah dan membentuk taman Alam.Bandung  memiliki banyak wisata Alam yang sangat luar biasa. Ternyata Bandung  memiliki wisata Alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua  Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan  oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua  Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan  luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah  indah dengan wisata Alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ  Patengan merupakan kawasan wisata Alam yang sering dikunjungi oleh  banyak wisatawan lokal maupun mancanegara. _x000D_","Hiburan,Alam",Bandung,30000,44,,"{'lat': -6.8281528, 'lng': 107.4350179}",-68281528,1074350179,,230,17
231,The Great Asia Africa,"Kota Bandung tampaknya tidak pernah kehabisan ide kreatif dAlam mengembangkan destinasi wisata. Berbagai tujuan berlibur tersedia di sini, mulai dari wisata Kuliner, sejarah, hingga Sejarah Edukasi. Kemasannya pun dengan cara yang unik dan menarik, seperti yang ada di The Great Asia Africa. Kawasan wisata teranyar di Lembang ini menawarkan pengAlaman menjelajahi beberapa negara di dua benua, selaras dengan namanya.","Hiburan,Rekreasi,Seni Budaya",Bandung,50000,44,180,"{'lat': -6.833122999999999, 'lng': 107.6041595}",-6833123,1076041595,,231,22
232,Bukit Moko,"Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi Alam, budaya, Kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dAlam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan.","Alam,Hiburan,Rekreasi",Bandung,25000,45,,"{'lat': -6.8422202, 'lng': 107.6767988}",-68422202,1076767988,,232,23
233,Gunung Papandayan,"Gunung Papandayan adalah gunung api strato yang terletak di Kabupaten Garut, Jawa Barat tepatnya di Kecamatan Cisurupan. Gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara Kota Bandung.\nPada Gunung Papandayan, terdapat beberapa kawah yang terkenal. Di antaranya Kawah Mas, Kawah Baru, Kawah Nangklak, dan Kawah Manuk. Kawah-kawah tersebut mengeluarkan uap dari sisi dAlamnya.\nTopografi di dAlam kawasan curam, berbukit dan bergunung serta terdapat tebing yang terjal. Menurut kalisifikasi Schmidt dan Ferguson termasuk type iklim B, dengan curah hujan rata-rata 3.000 mm/thn, kelembaban udara 70 – 80 % dan temperatur 10 °C.","Alam,Hiburan,Rekreasi",Bandung,30000,46,,"{'lat': -7.319325300000001, 'lng': 107.7310494}",-73193253,1077310494,,233,31
234,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata Alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.","Sejarah Edukasi,Seni Budaya",Bandung,75000,45,45,"{'lat': -6.8516591, 'lng': 107.5955534}",-68516591,1075955534,,234,23
235,Gua Belanda,"Gua Belanda Bandung merupakan sebuah gua yang berada dAlam kawasan yang sekarang ditetapkan sebagai Taman Hutan Raya Ir. H. Djuanda adalah bentangan pegunungan dari Barat sampai ke Timur yang merupakan “tangki air raksasa Alamiah” untuk cadangan di musim kemarau. Di daerah Aliran Sungai Cikapundung yang ada di Taman Hutan Raya Ir. H. Djuanda pada masa pendudukan Belanda dibangun Pembangkit Listrik Tenaga Air (PLTA) Bengkok yang merupakan PLTA pertama di Indonesia pada tahun 1918, dimana terowongan tersebut melewati Perbukitan batu pasir tufaan.","Sejarah Edukasi,Seni Budaya",Bandung,15000,44,45,"{'lat': -6.8544594, 'lng': 107.6377907}",-68544594,1076377907,,235,22
236,Taman Balai Kota Bandung,"Taman Balai Kota Bandung merupakan sebuah taman kota yang terletak di Kota Bandung. Taman ini berada di sebelah selatan Balai Kota Bandung. Saat ini, Taman Balai Kota Bandung terdiri dari dua taman yang menyatu, antara lain Taman Dewi Sartika dan Taman Badak. Kedua taman tersebut diresmikan oleh Walikota Bandung saat itu, Ridwan Kamil, pada tanggal 19 Desember 2017._x000D_","Hiburan,Rekreasi",Bandung,0,46,45,"{'lat': -6.912966000000001, 'lng': 107.6096031}",-6912966,1076096031,,236,30
237,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi Rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam.","Hiburan,Olahraga",Bandung,75000,43,,"{'lat': -6.961403199999999, 'lng': 107.6227321}",-69614032,1076227321,,237,16
238,Gunung Manglayang,"Gunung Manglayang adalah sebuah gunung bertipe Stratovolcano yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Pemandangannya cukup indah, tetapi karena relatif tidak terlalu tinggi, sehingga kurang dikenal oleh pendaki-pendaki gunung pada umumnya.DAlam deretan gunung-gunung Burangrang – Tangkuban Perahu – Bukit Tunggul – Gunung Manglayang, Gunung Manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut. Mungkin itulah sebabnya di kalangan para penggiat Alam bebas, gunung ini sempat terlupakan terkecuali para penggiat Alam bebas dari Bandung dan sekitarnya. Walaupun begitu, Gunung Manglayang tetap menawarkan pesona Alamnya tersendiri.","Alam,Rekreasi,Hiburan",Bandung,7500,45,,"{'lat': -6.876111099999999, 'lng': 107.7436111}",-68761111,1077436111,,238,17
239,Lembang Park & Zoo,"Di Lembang Park & Zoo ada 370 ekor satwa, lengkap dari berbagai jenis herbivora, karnivora, dan omnivora. Luas total tempat ini mencapai 20 hektar, namun baru 10 hektar yang dikembangkan. Sisanya akan dikembangkan sebagai wisata berkonsep safari. Di area safari tersebut, pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut.","Hiburan,Rekreasi",Bandung,50000,45,210,"{'lat': -6.8059154, 'lng': 107.5919726}",-68059154,1075919726,,239,21
240,Taman Lalu Lintas Ade Irma Suryani Nasution,"Taman Lalu-lintas Ade Irma Suryani adalah sebuah taman Rekreasi yang ada di jantung kota Bandung, Jawa Barat, Indonesia. Selain sebagai taman dan tempat bermain, di sini juga dijadikan pusat latihan membaca rambu-rambu lalu lintas. Taman Lalu Lintas memiliki pengertian bahwa sebuah taman lalu lintas atau traffic taman anak-anak adalah sebuah taman di mana anak-anak dapat mempelajari aturan jalan . Sebuah taman lalu lintas juga disebut sebuah desa taman transportasi atau lalu lintas taman atau keselamatan tergantung pada lokal .Taman lalu lintas sering dibuat sebagai daya tarik dAlam taman yang lebih besar . DAlam kasus lain, mereka sekali pakai taman dan sering dAlam skala kecil . Mereka dapat ditemukan di daerah perkotaan maupun pedesaan .","Hiburan,Rekreasi",Bandung,7000,44,60,"{'lat': -6.911211, 'lng': 107.6133389}",-6911211,1076133389,,240,22
241,Lawangwangi Creative Space,"Lawangwangi merupakan sebuah galeri seni dengan konsep retro modern. Mememadukan keindahan Alam dan cita rasa Kuliner. Hmm, bikin penasaran ya Teman Traveler. Lawangwangi Creative Space sebelumnya hanya sekedar menyediakan Lab Math dan Art Space bagi para pecinta dan penikmat seni. Pengunjung bisa menemukan sebuah ruangan khusus untuk memamerkan kreasi dari beragam seniman. Karya yang ditampilkan berbeda-beda tiap bulan. Namun galeri seni yang mulanya diprediksi dapat menarik banyak pengunjung, rupanya justru kurang diminati. Akhirnya dengan memadukan keindahan Alam sekitar bangunan, dibangunlah sebuah kafe modern dengan nuansa seni.","Seni Budaya,Hiburan",Bandung,0,44,120,"{'lat': -6.847898000000001, 'lng': 107.6276146}",-6847898,1076276146,,241,26
242,Curug Dago,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,"Alam,Rekreasi,Hiburan",Bandung,12000,4,,"{'lat': -6.865522499999999, 'lng': 107.6181878}",-68655225,1076181878,,242,19
243,Kampung Korea Bandung,Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung._x000D_,"Seni Budaya,Kuliner,Rekreasi,Hiburan",Bandung,15000,41,,"{'lat': -6.9154546, 'lng': 107.640769}",-69154546,107640769,,243,13
244,Kampung Batu Malakasari,"Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan Kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah._x000D_","Hiburan,Kuliner,Rekreasi",Bandung,10000,41,,"{'lat': -7.0093633, 'lng': 107.6069444}",-70093633,1076069444,,244,34
245,Jendela Alam,"Tidak hanya menikmati Alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan Sejarah Edukasi yang bermanfaat. Berbagai kegiatan Sejarah Edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan Sejarah Edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA.","Hiburan,Rekreasi",Bandung,20000,44,150,"{'lat': -6.819604, 'lng': 107.5964519}",-6819604,1075964519,,245,21
246,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dAlam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.","Alam,Rekreasi,Hiburan",Bandung,10000,44,120,"{'lat': -6.790569199999999, 'lng': 107.5826388}",-67905692,1075826388,,246,26
247,Kiara Artha Park,"Kiara Artha Park merupakan sebuah kawasan terpadu yang memadukan konsep hunian, bisnis, komersial, dan wisata yang ikonik di Kota Bandung dengan luas + 2.9 hektar. Kiara Artha Park sendiri merupakan salah satu dari sekian banyak  ruang publik bertemakan Taman Kota yang ada di Bandung yang terletak di tengah Kota Bandung . Taman ini melengkapi taman-taman tematik lainnya yang sudah ada di Kota Bandung. Taman  kota ini  kini menjadi salah satu tujuan wisata warga Bandung khususnya dan  bagi masyarakat umum. Meskipun Taman ini baru dibuka yaitu pada tanggal 17 Agustus 2019, warga Bandung  dan masyarakat sangat antusias datang dan menikmati berbagai aktivitas dan wahana yang ada._x000D_","Hiburan,Rekreasi",Bandung,15000,44,,"{'lat': -6.9159459, 'lng': 107.6421462}",-69159459,1076421462,,247,18
248,NuArt Sculpture Park,"NuArt Sculpture Park ini merupakan sebuah gallery miliki seorang seniman ternama di Bandung yang bernama Nyoman Nuarta. Terlahir di Tabanan Bali, Nyoman Nuarta akhirnya menetap di Bandung. Dan ada fakta menarik dari seniman berkelas internasional tersebut, dimana ia dahulu rupanya lulusan dari Fakultas Seni Rupa dari perguruan tinggi ternama di Bandung yakni ITB pada tahun 1979 silam. Kehlian Nyoman Nuarta sebagai seorang maestro pemahat dan juga pematung hebat memang sudah dikenal secara internasional, maka dari itu ia pun membuat NuArt Sculpture Park ini untuk memamerkan semua karya seni yang ia miliki selama ini.","Hiburan,Seni Budaya",Bandung,50000,47,,"{'lat': -6.8778589, 'lng': 107.5720263}",-68778589,1075720263,,248,33
249,Upside Down World Bandung,"Upside Down World Bandung pertama kali dibuka pada 10 Oktober 2016 dengan konsep yang sangat unik. Semua furnitur yang berada di Upside Down World ini dipasang terbalik seolah pengunjung berada di langit-langit ruangan. Dengan konsep rumah terbaik tempat wisata ini memiliki keunikan tersendiri. Pengunjung yang datang ke sini kebanyakan para kawula muda yang ingin berfoto dengan latar yang tak biasa. Di dAlam bangunan ini terdapat sepuluh ruangan dengan tema yang berbeda-beda layaknya di dAlam sebuah rumah. Ada ruang tamu, kamar tidur anak, ruang keluarga, ruang santai, dapur, kamar mandi, dan lain sebagainya. Pengunjung bisa mengambil gambar pada semua ruangan dan hasil foto dapat dicetak di layanan cetak foto. Jika pengunjung merasa tak biasa dan bingung harus bergaya foto seperti apa, maka akan ada petugas yang dapat mengarahkan gayanya. Atau dengan melihat hasil foto para pengunjung sebelumnya yang dipasang di ruangan itu._x000D_","Hiburan,Seni Budaya",Bandung,100000,4,30,"{'lat': -6.896300000000001, 'lng': 107.617}",-68963,107617,,249,19
